UDI,Product ID,p_failure,rank,alert_topk,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
9844,L57023,0.0009875961072471741,5624,False,L,298.3,309.2,1383,52.1,26,0,0,0,0,0,0
9848,L57027,0.0009875961072471741,5625,False,L,298.4,309.1,1362,46.1,37,0,0,0,0,0,0
9854,L57033,0.0009875961072471741,5626,False,L,298.6,309.4,1525,37.8,54,0,0,0,0,0,0
9859,L57038,0.0009875961072471741,5627,False,L,298.5,309.5,1547,33.1,68,0,0,0,0,0,0
9880,M24739,0.0009875961072471741,5628,False,M,298.8,309.8,1490,38.6,127,0,0,0,0,0,0
9884,H39297,0.0009875961072471741,5629,False,H,298.7,309.6,1654,34.3,136,0,0,0,0,0,0
9885,L57064,0.0009875961072471741,5630,False,L,298.7,309.5,1673,30.8,141,0,0,0,0,0,0
9909,L57088,0.0009875961072471741,5631,False,L,298.6,309.0,1456,47.7,0,0,0,0,0,0,0
9911,L57090,0.0009875961072471741,5632,False,L,298.6,309.0,1469,46.0,4,0,0,0,0,0,0
9926,M24785,0.0009875961072471741,5633,False,M,298.5,308.7,1367,47.3,47,0,0,0,0,0,0
9991,L57170,0.0009875961072471741,5634,False,L,298.8,308.5,1527,36.2,3,0,0,0,0,0,0
9993,L57172,0.0009875961072471741,5635,False,L,298.8,308.4,1484,39.2,8,0,0,0,0,0,0
9995,L57174,0.0009875961072471741,5636,False,L,298.8,308.3,1634,27.9,12,0,0,0,0,0,0
17,M14876,0.0008849655233331676,5637,False,M,298.6,309.2,1311,46.6,44,0,0,0,0,0,0
24,L47203,0.0008849655233331676,5638,False,L,299.0,309.4,1758,25.7,68,0,0,0,0,0,0
26,L47205,0.0008849655233331676,5639,False,L,299.0,309.5,1861,23.3,73,0,0,0,0,0,0
27,L47206,0.0008849655233331676,5640,False,L,299.1,309.5,1512,39.0,75,0,0,0,0,0,0
28,H29441,0.0008849655233331676,5641,False,H,299.1,309.4,1811,24.6,77,0,0,0,0,0,0
32,L47211,0.0008849655233331676,5642,False,L,299.0,309.4,1798,25.5,89,0,0,0,0,0,0
62,M14921,0.0008849655233331676,5643,False,M,298.8,309.0,1592,38.2,169,0,0,0,0,0,0
81,H29494,0.0008849655233331676,5644,False,H,298.8,308.8,1445,49.9,4,0,0,0,0,0,0
82,L47261,0.0008849655233331676,5645,False,L,298.9,308.9,1450,47.5,9,0,0,0,0,0,0
94,L47273,0.0008849655233331676,5646,False,L,299.1,309.0,1450,43.0,40,0,0,0,0,0,0
96,M14955,0.0008849655233331676,5647,False,M,299.0,309.0,1351,52.2,44,0,0,0,0,0,0
101,L47280,0.0008849655233331676,5648,False,L,298.8,308.9,1852,25.0,57,0,0,0,0,0,0
104,M14963,0.0008849655233331676,5649,False,M,298.8,308.8,1441,40.5,63,0,0,0,0,0,0
105,L47284,0.0008849655233331676,5650,False,L,298.8,308.7,1450,43.4,66,0,0,0,0,0,0
357,M15216,0.0008849655233331676,5651,False,M,297.6,308.4,1398,48.9,63,0,0,0,0,0,0
373,M15232,0.0008849655233331676,5652,False,M,297.4,308.3,1405,51.7,108,0,0,0,0,0,0
377,M15236,0.0008849655233331676,5653,False,M,297.4,308.2,1401,51.9,117,0,0,0,0,0,0
378,M15237,0.0008849655233331676,5654,False,M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0
409,M15268,0.0008849655233331676,5655,False,M,297.4,308.6,1434,44.4,193,0,0,0,0,0,0
411,M15270,0.0008849655233331676,5656,False,M,297.5,308.6,1472,44.9,198,0,0,0,0,0,0
419,L47598,0.0008849655233331676,5657,False,L,297.4,308.4,2151,17.7,0,0,0,0,0,0,0
449,L47628,0.0008849655233331676,5658,False,L,297.5,308.6,1552,44.9,77,0,0,0,0,0,0
452,H29865,0.0008849655233331676,5659,False,H,297.5,308.6,1440,46.1,84,0,0,0,0,0,0
781,M15640,0.0008849655233331676,5660,False,M,296.9,308.0,1409,50.7,43,0,0,0,0,0,0
806,M15665,0.0008849655233331676,5661,False,M,297.0,307.9,1412,47.4,112,0,0,0,0,0,0
807,M15666,0.0008849655233331676,5662,False,M,297.0,307.9,1422,53.0,115,0,0,0,0,0,0
817,L47996,0.0008849655233331676,5663,False,L,296.8,307.6,1434,48.3,138,0,0,0,0,0,0
834,L48013,0.0008849655233331676,5664,False,L,296.6,307.4,1616,28.0,175,0,0,0,0,0,0
841,L48020,0.0008849655233331676,5665,False,L,296.6,307.5,1582,37.9,197,0,0,0,0,0,0
853,M15712,0.0008849655233331676,5666,False,M,296.3,307.3,1368,49.5,10,0,0,0,0,0,0
858,M15717,0.0008849655233331676,5667,False,M,296.1,307.1,1350,53.3,22,0,0,0,0,0,0
871,L48050,0.0008849655233331676,5668,False,L,295.8,306.4,1325,56.2,65,0,0,0,0,0,0
872,L48051,0.0008849655233331676,5669,False,L,295.8,306.4,1339,53.2,67,0,0,0,0,0,0
874,L48053,0.0008849655233331676,5670,False,L,295.9,306.4,1892,21.7,72,0,0,0,0,0,0
875,L48054,0.0008849655233331676,5671,False,L,295.9,306.4,1575,28.5,74,0,0,0,0,0,0
877,L48056,0.0008849655233331676,5672,False,L,295.7,306.3,1915,22.4,79,0,0,0,0,0,0
880,L48059,0.0008849655233331676,5673,False,L,295.8,306.3,1337,54.6,87,0,0,0,0,0,0
885,L48064,0.0008849655233331676,5674,False,L,295.8,306.4,1356,48.0,99,0,0,0,0,0,0
892,L48071,0.0008849655233331676,5675,False,L,295.7,306.1,1408,47.9,117,0,0,0,0,0,0
895,L48074,0.0008849655233331676,5676,False,L,295.6,306.2,1426,48.6,124,0,0,0,0,0,0
929,L48108,0.0008849655233331676,5677,False,L,295.6,306.0,1949,21.9,5,0,0,0,0,0,0
930,L48109,0.0008849655233331676,5678,False,L,295.6,306.0,1419,51.1,7,0,0,0,0,0,0
935,M15794,0.0008849655233331676,5679,False,M,295.5,306.0,1326,50.8,18,0,0,0,0,0,0
942,L48121,0.0008849655233331676,5680,False,L,295.6,306.2,1650,28.2,35,0,0,0,0,0,0
946,M15805,0.0008849655233331676,5681,False,M,295.7,306.3,1347,50.4,46,0,0,0,0,0,0
947,L48126,0.0008849655233331676,5682,False,L,295.6,306.2,1287,54.8,49,0,0,0,0,0,0
956,L48135,0.0008849655233331676,5683,False,L,295.6,306.3,1911,20.9,74,0,0,0,0,0,0
959,L48138,0.0008849655233331676,5684,False,L,295.8,306.4,1399,47.6,84,0,0,0,0,0,0
978,L48157,0.0008849655233331676,5685,False,L,296.0,306.7,1917,21.0,127,0,0,0,0,0,0
980,L48159,0.0008849655233331676,5686,False,L,296.2,306.8,1389,53.3,132,0,0,0,0,0,0
985,L48164,0.0008849655233331676,5687,False,L,296.3,307.1,1419,48.6,142,0,0,0,0,0,0
986,L48165,0.0008849655233331676,5688,False,L,296.4,307.2,1748,25.3,144,0,0,0,0,0,0
987,H30400,0.0008849655233331676,5689,False,H,296.4,307.1,1638,32.5,146,0,0,0,0,0,0
989,H30402,0.0008849655233331676,5690,False,H,296.3,307.1,1774,25.9,154,0,0,0,0,0,0
996,L48175,0.0008849655233331676,5691,False,L,296.3,307.3,1566,35.8,175,0,0,0,0,0,0
1016,L48195,0.0008849655233331676,5692,False,L,296.2,307.2,1356,43.6,22,0,0,0,0,0,0
1019,L48198,0.0008849655233331676,5693,False,L,296.3,307.2,1291,58.6,29,0,0,0,0,0,0
1020,L48199,0.0008849655233331676,5694,False,L,296.3,307.3,1398,52.7,31,0,0,0,0,0,0
1021,L48200,0.0008849655233331676,5695,False,L,296.3,307.3,1372,57.7,33,0,0,0,0,0,0
1035,M15894,0.0008849655233331676,5696,False,M,296.3,307.4,1958,19.1,67,0,0,0,0,0,0
1036,L48215,0.0008849655233331676,5697,False,L,296.4,307.4,1403,48.4,70,0,0,0,0,0,0
1047,L48226,0.0008849655233331676,5698,False,L,296.4,307.5,1331,47.8,99,0,0,0,0,0,0
1048,M15907,0.0008849655233331676,5699,False,M,296.6,307.7,1474,52.6,101,0,0,0,0,0,0
1053,L48232,0.0008849655233331676,5700,False,L,296.7,307.7,1927,23.9,112,0,0,0,0,0,0
1063,L48242,0.0008849655233331676,5701,False,L,296.8,307.9,1372,49.0,140,0,0,0,0,0,0
1103,L48282,0.0008849655233331676,5702,False,L,296.8,307.5,1347,54.8,43,0,0,0,0,0,0
1111,L48290,0.0008849655233331676,5703,False,L,296.5,307.4,1292,52.5,62,0,0,0,0,0,0
1126,M15985,0.0008849655233331676,5704,False,M,296.7,307.8,1375,51.4,108,0,0,0,0,0,0
1134,M15993,0.0008849655233331676,5705,False,M,296.8,307.9,1418,47.9,127,0,0,0,0,0,0
1206,L48385,0.0008849655233331676,5706,False,L,296.8,308.0,1371,54.5,86,0,0,0,0,0,0
1243,L48422,0.0008849655233331676,5707,False,L,297.1,308.4,1468,44.4,197,0,0,0,0,0,0
1408,L48587,0.0008849655233331676,5708,False,L,298.9,310.0,1564,33.8,183,0,0,0,0,0,0
1414,M16273,0.0008849655233331676,5709,False,M,298.7,309.8,1528,36.7,197,0,0,0,0,0,0
1415,M16274,0.0008849655233331676,5710,False,M,298.7,309.8,1570,42.1,200,0,0,0,0,0,0
1455,L48634,0.0008849655233331676,5711,False,L,299.1,310.4,1428,46.9,87,0,0,0,0,0,0
1519,H30932,0.0008849655233331676,5712,False,H,298.2,309.0,1371,55.7,23,0,0,0,0,0,0
1533,M16392,0.0008849655233331676,5713,False,M,298.1,308.9,1417,39.2,65,0,0,0,0,0,0
1668,L48847,0.0008849655233331676,5714,False,L,298.2,307.9,1769,27.2,188,0,0,0,0,0,0
1730,M16589,0.0008849655233331676,5715,False,M,298.3,307.7,1439,43.8,111,0,0,0,0,0,0
1828,M16687,0.0008849655233331676,5716,False,M,297.9,307.3,1420,47.8,171,0,0,0,0,0,0
1861,L49040,0.0008849655233331676,5717,False,L,297.8,307.6,1607,30.3,62,0,0,0,0,0,0
1889,M16748,0.0008849655233331676,5718,False,M,297.8,307.4,1902,24.3,129,0,0,0,0,0,0
1908,L49087,0.0008849655233331676,5719,False,L,297.9,307.6,1504,42.4,180,0,0,0,0,0,0
1990,L49169,0.0008849655233331676,5720,False,L,298.2,307.9,1785,23.4,181,0,0,0,0,0,0
2033,L49212,0.0008849655233331676,5721,False,L,298.8,308.5,1444,42.2,83,0,0,0,0,0,0
2085,L49264,0.0008849655233331676,5722,False,L,299.5,309.3,1442,46.2,5,0,0,0,0,0,0
2123,M16982,0.0008849655233331676,5723,False,M,299.2,308.8,1523,38.9,112,0,0,0,0,0,0
2144,M17003,0.0008849655233331676,5724,False,M,299.3,308.8,1442,49.0,165,0,0,0,0,0,0
2173,L49352,0.0008849655233331676,5725,False,L,299.5,309.2,1816,23.0,15,0,0,0,0,0,0
2189,L49368,0.0008849655233331676,5726,False,L,299.7,309.3,1420,44.1,60,0,0,0,0,0,0
2223,L49402,0.0008849655233331676,5727,False,L,299.7,309.0,1605,33.0,151,0,0,0,0,0,0
2225,M17084,0.0008849655233331676,5728,False,M,299.7,309.0,1645,31.9,155,0,0,0,0,0,0
2230,L49409,0.0008849655233331676,5729,False,L,299.4,308.7,1681,30.8,171,0,0,0,0,0,0
2253,H31666,0.0008849655233331676,5730,False,H,299.1,308.3,1451,42.8,21,0,0,0,0,0,0
2257,L49436,0.0008849655233331676,5731,False,L,299.1,308.3,1489,38.1,32,0,0,0,0,0,0
2258,L49437,0.0008849655233331676,5732,False,L,299.1,308.3,1892,25.2,34,0,0,0,0,0,0
2264,M17123,0.0008849655233331676,5733,False,M,299.2,308.4,1529,43.0,50,0,0,0,0,0,0
2272,L49451,0.0008849655233331676,5734,False,L,299.2,308.5,1821,26.1,69,0,0,0,0,0,0
2275,L49454,0.0008849655233331676,5735,False,L,299.3,308.6,1520,33.7,76,0,0,0,0,0,0
2280,L49459,0.0008849655233331676,5736,False,L,299.4,308.7,1525,39.0,90,0,0,0,0,0,0
2283,L49462,0.0008849655233331676,5737,False,L,299.4,308.7,1459,47.6,96,0,0,0,0,0,0
2291,M17150,0.0008849655233331676,5738,False,M,299.5,308.7,1321,51.9,114,0,0,0,0,0,0
2311,M17170,0.0008849655233331676,5739,False,M,299.0,308.4,1535,47.5,163,0,0,0,0,0,0
2336,L49515,0.0008849655233331676,5740,False,L,299.2,308.4,1509,39.4,0,0,0,0,0,0,0
2338,L49517,0.0008849655233331676,5741,False,L,299.2,308.4,1877,23.9,4,0,0,0,0,0,0
2346,L49525,0.0008849655233331676,5742,False,L,299.2,308.4,1475,38.7,22,0,0,0,0,0,0
2348,L49527,0.0008849655233331676,5743,False,L,299.2,308.3,1410,43.0,26,0,0,0,0,0,0
2350,M17209,0.0008849655233331676,5744,False,M,299.3,308.5,1386,42.2,30,0,0,0,0,0,0
2351,L49530,0.0008849655233331676,5745,False,L,299.3,308.6,1744,26.4,33,0,0,0,0,0,0
2361,H31774,0.0008849655233331676,5746,False,H,299.2,308.4,1388,53.2,59,0,0,0,0,0,0
2364,L49543,0.0008849655233331676,5747,False,L,299.3,308.5,1510,45.4,72,0,0,0,0,0,0
2369,M17228,0.0008849655233331676,5748,False,M,299.3,308.4,1468,42.2,83,0,0,0,0,0,0
2382,L49561,0.0008849655233331676,5749,False,L,299.1,308.2,1493,34.9,119,0,0,0,0,0,0
2384,L49563,0.0008849655233331676,5750,False,L,299.1,308.2,1568,33.3,123,0,0,0,0,0,0
2399,L49578,0.0008849655233331676,5751,False,L,299.2,308.5,1490,43.2,158,0,0,0,0,0,0
2417,L49596,0.0008849655233331676,5752,False,L,299.0,308.4,1571,38.6,5,0,0,0,0,0,0
2423,L49602,0.0008849655233331676,5753,False,L,298.8,308.2,1443,53.4,21,0,0,0,0,0,0
2425,L49604,0.0008849655233331676,5754,False,L,298.9,308.2,1828,23.8,26,0,0,0,0,0,0
2426,L49605,0.0008849655233331676,5755,False,L,298.8,308.1,1472,53.5,28,0,0,0,0,0,0
2433,L49612,0.0008849655233331676,5756,False,L,298.9,308.2,1510,43.5,46,0,0,0,0,0,0
2434,L49613,0.0008849655233331676,5757,False,L,299.0,308.3,1441,44.0,48,0,0,0,0,0,0
2436,L49615,0.0008849655233331676,5758,False,L,298.9,308.2,1686,30.4,53,0,0,0,0,0,0
2438,L49617,0.0008849655233331676,5759,False,L,299.1,308.3,1426,40.1,60,0,0,0,0,0,0
2450,L49629,0.0008849655233331676,5760,False,L,299.3,308.8,1772,25.2,89,0,0,0,0,0,0
2511,L49690,0.0008849655233331676,5761,False,L,299.1,309.0,1405,53.8,18,0,0,0,0,0,0
2512,M17371,0.0008849655233331676,5762,False,M,299.0,308.9,1526,41.1,20,0,0,0,0,0,0
2519,M17378,0.0008849655233331676,5763,False,M,298.9,308.6,1425,49.6,35,0,0,0,0,0,0
2525,M17384,0.0008849655233331676,5764,False,M,298.8,308.7,1446,45.5,49,0,0,0,0,0,0
2559,M17418,0.0008849655233331676,5765,False,M,299.2,309.0,1881,23.9,137,0,0,0,0,0,0
2567,M17426,0.0008849655233331676,5766,False,M,299.3,309.0,1420,41.6,155,0,0,0,0,0,0
2608,L49787,0.0008849655233331676,5767,False,L,299.4,309.3,1448,48.6,44,0,0,0,0,0,0
2652,L49831,0.0008849655233331676,5768,False,L,299.9,309.5,2008,20.4,165,0,0,0,0,0,0
2653,L49832,0.0008849655233331676,5769,False,L,299.9,309.5,1772,23.5,167,0,0,0,0,0,0
2654,L49833,0.0008849655233331676,5770,False,L,299.9,309.5,1779,26.1,169,0,0,0,0,0,0
2662,M17521,0.0008849655233331676,5771,False,M,299.9,309.4,1509,42.8,190,0,0,0,0,0,0
2681,L49860,0.0008849655233331676,5772,False,L,299.8,309.5,1641,27.1,16,0,0,0,0,0,0
2687,L49866,0.0008849655233331676,5773,False,L,299.8,309.4,1633,27.5,29,0,0,0,0,0,0
2691,L49870,0.0008849655233331676,5774,False,L,300.0,309.5,1728,26.0,37,0,0,0,0,0,0
2698,L49877,0.0008849655233331676,5775,False,L,300.0,309.6,1618,28.7,53,0,0,0,0,0,0
2702,L49881,0.0008849655233331676,5776,False,L,299.9,309.2,1333,50.8,61,0,0,0,0,0,0
2729,L49908,0.0008849655233331676,5777,False,L,299.7,309.3,1779,25.5,129,0,0,0,0,0,0
2773,L49952,0.0008849655233331676,5778,False,L,299.9,309.4,1467,41.2,20,0,0,0,0,0,0
2777,L49956,0.0008849655233331676,5779,False,L,300.1,309.4,1453,47.6,28,0,0,0,0,0,0
2831,M17690,0.0008849655233331676,5780,False,M,300.4,309.3,1411,41.6,160,0,0,0,0,0,0
2833,M17692,0.0008849655233331676,5781,False,M,300.4,309.3,1467,40.3,166,0,0,0,0,0,0
2834,L50013,0.0008849655233331676,5782,False,L,300.3,309.2,1807,26.4,169,0,0,0,0,0,0
2836,L50015,0.0008849655233331676,5783,False,L,300.3,309.2,1572,32.0,173,0,0,0,0,0,0
2837,M17696,0.0008849655233331676,5784,False,M,300.3,309.1,1458,44.3,175,0,0,0,0,0,0
2838,L50017,0.0008849655233331676,5785,False,L,300.3,309.1,1699,30.3,178,0,0,0,0,0,0
2844,L50023,0.0008849655233331676,5786,False,L,300.3,309.2,1532,40.2,194,0,0,0,0,0,0
2845,L50024,0.0008849655233331676,5787,False,L,300.3,309.2,1650,35.2,196,0,0,0,0,0,0
2873,L50052,0.0008849655233331676,5788,False,L,300.8,309.6,1680,28.7,22,0,0,0,0,0,0
2875,L50054,0.0008849655233331676,5789,False,L,300.6,309.5,1471,49.6,29,0,0,0,0,0,0
2877,M17736,0.0008849655233331676,5790,False,M,300.5,309.3,1578,30.5,34,0,0,0,0,0,0
2883,L50062,0.0008849655233331676,5791,False,L,300.6,309.6,1684,32.8,53,0,0,0,0,0,0
2884,L50063,0.0008849655233331676,5792,False,L,300.6,309.5,1437,40.0,55,0,0,0,0,0,0
2885,L50064,0.0008849655233331676,5793,False,L,300.6,309.6,1409,42.4,57,0,0,0,0,0,0
2896,M17755,0.0008849655233331676,5794,False,M,300.7,309.6,1473,48.1,87,0,0,0,0,0,0
2900,L50079,0.0008849655233331676,5795,False,L,300.6,309.4,1410,40.6,99,0,0,0,0,0,0
2902,L50081,0.0008849655233331676,5796,False,L,300.6,309.4,1425,40.3,103,0,0,0,0,0,0
2904,M17763,0.0008849655233331676,5797,False,M,300.7,309.5,1733,26.7,108,0,0,0,0,0,0
2913,L50092,0.0008849655233331676,5798,False,L,300.7,309.6,1661,30.3,129,0,0,0,0,0,0
2917,L50096,0.0008849655233331676,5799,False,L,300.6,309.6,1411,41.6,140,0,0,0,0,0,0
2918,L50097,0.0008849655233331676,5800,False,L,300.6,309.5,1516,39.0,142,0,0,0,0,0,0
2922,L50101,0.0008849655233331676,5801,False,L,300.8,309.8,1657,31.1,151,0,0,0,0,0,0
2923,L50102,0.0008849655233331676,5802,False,L,300.8,309.7,1481,38.1,153,0,0,0,0,0,0
2925,L50104,0.0008849655233331676,5803,False,L,300.8,309.7,1461,44.3,158,0,0,0,0,0,0
2927,L50106,0.0008849655233331676,5804,False,L,300.7,309.7,1507,52.4,163,0,0,0,0,0,0
2931,H32344,0.0008849655233331676,5805,False,H,300.7,309.6,1403,51.3,174,0,0,0,0,0,0
2934,M17793,0.0008849655233331676,5806,False,M,300.8,309.7,1751,27.9,183,0,0,0,0,0,0
2935,M17794,0.0008849655233331676,5807,False,M,300.8,309.6,1546,42.3,186,0,0,0,0,0,0
2938,L50117,0.0008849655233331676,5808,False,L,300.7,309.6,1810,26.0,195,0,0,0,0,0,0
2951,M17810,0.0008849655233331676,5809,False,M,300.7,309.5,1445,46.4,24,0,0,0,0,0,0
2961,L50140,0.0008849655233331676,5810,False,L,300.7,309.5,1467,44.3,55,0,0,0,0,0,0
2966,M17825,0.0008849655233331676,5811,False,M,300.7,309.5,1838,24.9,66,0,0,0,0,0,0
2973,M17832,0.0008849655233331676,5812,False,M,300.6,309.4,1432,44.2,84,0,0,0,0,0,0
2980,L50159,0.0008849655233331676,5813,False,L,300.5,309.5,1542,38.5,108,0,0,0,0,0,0
2986,L50165,0.0008849655233331676,5814,False,L,300.7,309.8,1596,31.5,123,0,0,0,0,0,0
2989,M17848,0.0008849655233331676,5815,False,M,300.6,309.8,1532,42.5,130,0,0,0,0,0,0
3004,M17863,0.0008849655233331676,5816,False,M,300.6,309.9,1449,42.4,169,0,0,0,0,0,0
3036,M17895,0.0008849655233331676,5817,False,M,300.6,309.7,1428,42.6,23,0,0,0,0,0,0
3042,L50221,0.0008849655233331676,5818,False,L,300.4,309.5,1543,38.9,37,0,0,0,0,0,0
3052,L50231,0.0008849655233331676,5819,False,L,300.2,309.3,1366,49.3,59,0,0,0,0,0,0
3056,L50235,0.0008849655233331676,5820,False,L,300.1,309.2,1427,37.6,73,0,0,0,0,0,0
3057,L50236,0.0008849655233331676,5821,False,L,300.2,309.2,1667,29.9,75,0,0,0,0,0,0
3061,L50240,0.0008849655233331676,5822,False,L,300.0,309.1,1882,23.8,84,0,0,0,0,0,0
3064,L50243,0.0008849655233331676,5823,False,L,300.0,309.1,1431,45.4,90,0,0,0,0,0,0
3071,L50250,0.0008849655233331676,5824,False,L,300.0,309.1,1631,28.3,110,0,0,0,0,0,0
3078,L50257,0.0008849655233331676,5825,False,L,300.1,309.3,1841,23.0,125,0,0,0,0,0,0
3086,L50265,0.0008849655233331676,5826,False,L,300.1,309.2,1441,42.9,148,0,0,0,0,0,0
3088,M17947,0.0008849655233331676,5827,False,M,300.0,309.1,1474,45.2,152,0,0,0,0,0,0
3091,H32504,0.0008849655233331676,5828,False,H,300.1,309.3,1448,45.8,163,0,0,0,0,0,0
3100,M17959,0.0008849655233331676,5829,False,M,299.9,309.1,1513,43.8,188,0,0,0,0,0,0
3118,M17977,0.0008849655233331676,5830,False,M,300.1,309.3,1469,43.9,20,0,0,0,0,0,0
3122,L50301,0.0008849655233331676,5831,False,L,300.1,309.4,2141,17.9,33,0,0,0,0,0,0
3173,M18032,0.0008849655233331676,5832,False,M,300.3,309.6,1488,41.3,172,0,0,0,0,0,0
3174,L50353,0.0008849655233331676,5833,False,L,300.3,309.6,1624,32.6,175,0,0,0,0,0,0
3183,M18042,0.0008849655233331676,5834,False,M,300.1,309.3,1443,50.3,196,0,0,0,0,0,0
3184,L50363,0.0008849655233331676,5835,False,L,300.1,309.3,1616,32.0,199,0,0,0,0,0,0
3185,L50364,0.0008849655233331676,5836,False,L,300.1,309.3,1654,31.0,201,0,0,0,0,0,0
3195,L50374,0.0008849655233331676,5837,False,L,300.0,309.0,1454,51.7,2,0,0,0,0,0,0
3201,M18060,0.0008849655233331676,5838,False,M,300.1,309.2,1454,44.4,19,0,0,0,0,0,0
3205,L50384,0.0008849655233331676,5839,False,L,300.1,309.0,1404,54.8,29,0,0,0,0,0,0
3206,M18065,0.0008849655233331676,5840,False,M,300.1,308.9,1548,38.4,31,0,0,0,0,0,0
3211,M18070,0.0008849655233331676,5841,False,M,300.3,309.2,1364,47.6,45,0,0,0,0,0,0
3226,L50405,0.0008849655233331676,5842,False,L,300.6,309.4,1474,40.7,87,0,0,0,0,0,0
3227,L50406,0.0008849655233331676,5843,False,L,300.5,309.3,1465,46.0,89,0,0,0,0,0,0
3229,L50408,0.0008849655233331676,5844,False,L,300.5,309.3,1475,46.8,94,0,0,0,0,0,0
3243,L50422,0.0008849655233331676,5845,False,L,300.9,309.6,1384,42.4,131,0,0,0,0,0,0
3248,M18107,0.0008849655233331676,5846,False,M,301.0,309.8,1594,31.1,143,0,0,0,0,0,0
3252,L50431,0.0008849655233331676,5847,False,L,301.1,309.6,1501,36.1,156,0,0,0,0,0,0
3253,L50432,0.0008849655233331676,5848,False,L,301.1,309.7,1668,30.8,158,0,0,0,0,0,0
3257,L50436,0.0008849655233331676,5849,False,L,301.1,309.8,1519,39.6,167,0,0,0,0,0,0
3259,L50438,0.0008849655233331676,5850,False,L,301.2,309.9,1643,32.9,171,0,0,0,0,0,0
3281,M18140,0.0008849655233331676,5851,False,M,301.2,309.9,1456,50.8,15,0,0,0,0,0,0
3286,L50465,0.0008849655233331676,5852,False,L,301.2,309.9,1687,29.7,30,0,0,0,0,0,0
3293,L50472,0.0008849655233331676,5853,False,L,301.3,310.3,1400,44.3,47,0,0,0,0,0,0
3337,L50516,0.0008849655233331676,5854,False,L,301.6,310.8,1535,35.4,148,0,0,0,0,0,0
3338,L50517,0.0008849655233331676,5855,False,L,301.6,310.8,1564,34.1,150,0,0,0,0,0,0
3344,M18203,0.0008849655233331676,5856,False,M,301.5,310.8,1628,36.4,167,0,0,0,0,0,0
3386,L50565,0.0008849655233331676,5857,False,L,301.5,310.7,1466,43.6,56,0,0,0,0,0,0
3394,L50573,0.0008849655233331676,5858,False,L,301.5,310.6,1490,48.1,81,0,0,0,0,0,0
3431,H32844,0.0008849655233331676,5859,False,H,301.6,310.6,1821,26.2,171,0,0,0,0,0,0
3435,M18294,0.0008849655233331676,5860,False,M,301.5,310.5,1412,44.1,184,0,0,0,0,0,0
3501,H32914,0.0008849655233331676,5861,False,H,301.9,311.0,1871,26.0,132,0,0,0,0,0,0
3505,M18364,0.0008849655233331676,5862,False,M,301.7,310.8,1524,41.3,147,0,0,0,0,0,0
3506,L50685,0.0008849655233331676,5863,False,L,301.6,310.8,1726,26.7,150,0,0,0,0,0,0
3543,L50722,0.0008849655233331676,5864,False,L,301.8,310.9,1899,24.7,31,0,0,0,0,0,0
3559,L50738,0.0008849655233331676,5865,False,L,301.7,310.6,1743,26.2,71,0,0,0,0,0,0
3561,L50740,0.0008849655233331676,5866,False,L,301.8,310.7,1680,32.4,76,0,0,0,0,0,0
3584,L50763,0.0008849655233331676,5867,False,L,301.8,310.7,1751,29.3,133,0,0,0,0,0,0
3589,M18448,0.0008849655233331676,5868,False,M,301.7,310.6,1505,44.5,146,0,0,0,0,0,0
3595,M18454,0.0008849655233331676,5869,False,M,301.6,310.4,1452,45.7,164,0,0,0,0,0,0
3609,M18468,0.0008849655233331676,5870,False,M,301.7,310.8,1954,21.6,198,0,0,0,0,0,0
3681,L50860,0.0008849655233331676,5871,False,L,302.2,311.5,1744,31.2,172,0,0,0,0,0,0
3814,L50993,0.0008849655233331676,5872,False,L,302.0,310.6,1467,44.9,86,0,0,0,0,0,0
3958,L51137,0.0008849655233331676,5873,False,L,302.2,311.4,1510,44.9,33,0,0,0,0,0,0
4007,L51186,0.0008849655233331676,5874,False,L,302.1,311.2,1492,45.0,162,0,0,0,0,0,0
4019,M18878,0.0008849655233331676,5875,False,M,302.0,310.8,1783,23.1,190,0,0,0,0,0,0
4076,L51255,0.0008849655233331676,5876,False,L,302.0,310.6,1583,38.9,94,0,0,0,0,0,0
4098,L51277,0.0008849655233331676,5877,False,L,301.9,310.4,1518,34.1,155,0,0,0,0,0,0
4109,L51288,0.0008849655233331676,5878,False,L,301.9,310.5,1892,21.8,177,0,0,0,0,0,0
4187,M19046,0.0008849655233331676,5879,False,M,302.2,310.6,1570,34.6,163,0,0,0,0,0,0
4190,L51369,0.0008849655233331676,5880,False,L,302.4,310.9,1560,31.8,172,0,0,0,0,0,0
4201,L51380,0.0008849655233331676,5881,False,L,302.5,311.1,1571,34.2,201,0,0,0,0,0,0
4229,L51408,0.0008849655233331676,5882,False,L,302.2,310.8,2203,16.6,47,0,0,0,0,0,0
4231,L51410,0.0008849655233331676,5883,False,L,302.2,310.8,1673,32.9,52,0,0,0,0,0,0
4233,L51412,0.0008849655233331676,5884,False,L,302.2,310.9,1452,42.3,56,0,0,0,0,0,0
4239,M19098,0.0008849655233331676,5885,False,M,302.3,311.0,1521,34.8,72,0,0,0,0,0,0
4273,L51452,0.0008849655233331676,5886,False,L,302.5,310.8,1577,36.9,158,0,0,0,0,0,0
